Title,Synopsis,Original Language,Runtime,Director,Top Cast,Tomato Meter,Audience Score,No. Reviews,Genre,Link,All Genres
Beauty-And-The-Beast-The-Enchanted-Christmas,"In this Disney animated sequel, the lovely Belle (Paige O'Hara) and her monstrous beau, Beast (Robby Benson), are in the midst of the holiday season. While Belle has no problem getting into the Christmas spirit, Beast isn't so easily swayed into a celebratory mood. Meanwhile, the castle's pipe organ, Forte (Tim Curry), becomes opposed to Belle's presence, as well as to her holiday decorating, and schemes to put an end to both her relationship with Beast and any Christmas festivities to boot.",Eng,72,Andy Knight,"[""Paige O'Hara"", 'Belle Voice', 'Robby Benson', 'Beast Voice', 'Jerry Orbach', 'Lumiere Voice', 'David Ogden Stiers', 'Cogsworth Voice', 'Bernadette Peters', 'Angelique Voice', 'Tim Curry', 'Forte Voice']",0.13,0.55,8,Kids & family,https://www.rottentomatoes.com/m/beauty-and-the-beast-the-enchanted-christmas,"Kids & family, Holiday, Musical, Animation"
Mixed Nuts,"Philip (Steve Martin) manages a suicide-prevention hotline called Lifesavers, assisted by Mrs. Munchnik (Madeline Kahn) and Catherine (Rita Wilson). On Christmas Eve, Philip learns that their landlord (Garry Shandling) is evicting them from their office. Amid all this unrest, Catherine proclaims her love for Philip. And when a transvestite (Liev Schreiber) and a pregnant woman (Juliette Lewis) enter into the equation, things get even more interesting.",Eng,97,Nora Ephron,"['Steve Martin', 'Philip', 'Madeline Kahn', 'Mrs. Munchnik', 'Robert Klein', 'Mr. Lobel', 'Anthony LaPaglia', 'Felix', 'Juliette Lewis', 'Gracie', 'Rob Reiner', 'Dr. Kinsky']",0.13,0.47,32,Holiday,https://www.rottentomatoes.com/m/mixed_nuts,"Holiday, Comedy"
Almost Christmas 2016,"Walter Meyer (Danny Glover) is a retired mechanic who lost the love of his life one year earlier. Now that the holiday season is here, he invites daughters Rachel (Gabrielle Union) and Cheryl (Kimberly Elise) and sons Christian (Romany Malco) and Evan (Jessie T. Usher) to his house for a traditional celebration. Poor Walter soon realizes that if his bickering children and the rest of the family can spend five days together under the same roof, it will truly be a Christmas miracle.",Eng,112,David E. Talbert,"['Danny Glover', 'Walter', 'Gabrielle Union', 'Rachel', ""Mo'Nique"", 'Aunt May', 'Kimberly Elise', 'Cheryl', 'Romany Malco', 'Christian', 'J.B. Smoove', 'Lonnie']",0.49,0.64,69,Holiday,https://www.rottentomatoes.com/m/almost_christmas_2016,"Holiday, Comedy, Drama"
1088110-Ill Be Home For Christmas,"Estranged from his father (Gary Cole), college student Jake (Jonathan Taylor Thomas) is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie (Jessica Biel), does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie (Adam LaVorgna).",Eng,86,Arlene Sanford,"['Jonathan Taylor Thomas', 'Jake Wilkinson', 'Jessica Biel', 'Allie', 'Adam LaVorgna', 'Eddie', 'Gary Cole', 'Mr. Wilkinson', 'Eve Gordon', 'Carolyn', 'Lauren Maltby', 'Tracey Wilkinson']",0.23,0.41,43,Holiday,https://www.rottentomatoes.com/m/1088110-ill_be_home_for_christmas,"Holiday, Comedy"
Elliot The Littlest Reindeer,"When Blitzen suddenly announces his retirement, Santa needs to find a replacement. Against all odds, Elliot and his best friend, Hazel, set out to prove that he is the horse for the job. As Elliot and Hazel take on the North Pole reindeer try-outs, Hazel learns that Christmas, as we know it, may be headed for disaster. Meanwhile, back at the farm, a sinister lady threatens the lives of their friends, and Elliot is faced with the biggest decision of his life.",Eng,89,Jennifer Westcott,"['Josh Hutcherson', 'Elliot Voice', 'Samantha Bee', 'Hazel Voice', 'Martin Short', 'Lemondrop, Ludzinka, Blitzen Voice', 'John Cleese', 'Donner Voice', 'Morena Baccarin', 'Corkie Voice', 'Jeff Dunham', 'Clyde, Peanutbutter Voice']",0.29,0.26,21,Kids & family,https://www.rottentomatoes.com/m/elliot_the_littlest_reindeer,"Kids & family, Holiday, Comedy, Adventure, Fantasy, Animation"
Holiday In The Wild,"To keep her spirits high when their son leaves for college, Manhattanite Kate Conrad (Kristin Davis) has booked a 'second honeymoon' with her husband. Instead of thanking her, he brings their relationship to a sudden end; jilted Kate proceeds to Africa for a solo safari. During a detour through Zambia, she helps her pilot, Derek Holliston (Rob Lowe), rescue an orphaned baby elephant. They nurse him back to health at a local elephant sanctuary, and Kate extends her stay through Christmastime. Far from the modern luxuries of home, Kate thrives amidst majestic animals and scenery. Her love for the new surroundings just might extend to the man who shared her journey.",Eng,85,Ernie Barbarash,"['Kristin Davis', 'Kate', 'Rob Lowe', 'Derek', 'Fezile Mpela', 'Jonathan', 'Johnowen Lowe', 'Luke', 'Colin Moss', 'Drew', 'Keeno Lee Hector', 'Doorman']",0.38,0.5,8,Holiday,https://www.rottentomatoes.com/m/holiday_in_the_wild,"Holiday, Romance"
Night Of The Demons,"Wild teenage girls (Mimi Kinkade, Linnea Quigley) hold a Halloween seance in an old funeral parlor to scare their friends.",Eng,87,Kevin Tenney,"['Lance Fenton', 'Jay', 'Mimi Kinkade', 'Angela', 'Linnea Quigley', 'Suzanne', 'Cathy Podewell', 'Judy', 'Alvin Alexis', 'Angela', 'Billy Gallo', 'Sal']",0.43,0.58,14,Holiday,https://www.rottentomatoes.com/m/night_of_the_demons,"Holiday, Horror"
Trapped In Paradise,"Fresh out of prison, Alvin (Dana Carvey) and Dave Firpo (Jon Lovitz) pull their brother Bill (Nicolas Cage) back into a life of crime. But the siblings' foolproof bank heist takes a tailspin when Alvin gets lost in the getaway car. That's how the criminal nitwits wind up trapped in the snowbound burg of Paradise, Pa., on Christmas Eve with a bag full of stolen cash. With suspicious police on one side and hospitable townsfolk on the other, could a change of heart be far away?",Eng,112,George Gallo,"['Nicolas Cage', 'Bill Firpo', 'Jon Lovitz', 'Dave Firpo', 'Dana Carvey', 'Alvin Firpo', 'John Ashton', 'Ed Dawson', 'Mädchen Amick', 'Sarah Collins', 'Donald Moffat', 'Clifford Anderson']",0.1,0.42,20,Holiday,https://www.rottentomatoes.com/m/trapped_in_paradise,"Holiday, Comedy"
Noelle,"Shortly before Christmas, Father Jonathan Keene (David Wall) arrives to shut down the church of a fishing village's dwindling parish. Though he is usually dispassionate and efficient when working on such tasks, events take a different turn when he becomes entangled in the lives of the town's eccentric residents.",Eng,101,David Wall,"['David Wall', 'Father Jonathan Keene', 'Kerry Wall', 'Marjorie Worthington', 'Sean Patrick Brennan', 'Father Simeone Joyce', 'Brennan Wall', 'Noel', 'Jean Bates', 'Mrs. Eleanor Worthington', 'Curt Dewitz', 'Seth Harrod']",0.57,0.55,7,Holiday,https://www.rottentomatoes.com/m/noelle,"Holiday, Drama, Romance"
El Camino Christmas,A young man seeking the father he has never met ends up barricaded inside of a liquor store with five other people on Christmas Eve.,Eng,88,David E. Talbert,"[""Vincent D'Onofrio"", 'Carl Hooker', 'Jessica Alba', 'Beth Flowers', 'Dax Shepard', 'Deputy Billy Calhoun', 'Tim Allen', 'Larry Michael Roth', 'Kurtwood Smith', 'Sheriff Bob Fuller', 'Luke Grimes', 'Eric Roth']",0.4,0.41,5,Holiday,https://www.rottentomatoes.com/m/el_camino_christmas,"Holiday, Comedy"
All Is Bright 2013,"Two shady French-Canadians (Paul Rudd, Paul Giamatti) hatch a get-rich-quick scheme, selling Christmas trees in New York City.",Eng,107,Phil Morrison,"['Paul Rudd', 'Rene', 'Paul Giamatti', 'Dennis', 'Sally Hawkins', 'Olga', 'Peter Hermann', 'Tremblay', 'Halley Feiffer', 'Claire', 'Michael Drayer', 'Bobby']",0.48,0.23,40,Holiday,https://www.rottentomatoes.com/m/all_is_bright_2013,"Holiday, Comedy"
Kirk Camerons Saving Christmas,"Kirk's sister's annual Christmas party is about to be ruined by Christian, his brother-in-law, and Kirk realizes he has to show Christian how important Christ is to the holiday season.",Eng,80,Darren Doane,"['Kirk Cameron', 'Kirk', 'Darren Doane', 'Christian', 'Bridgette Cameron', ""Kirk's Sister"", 'Ben Kientz', 'St. Nick', 'David Shannon', 'Diondre', 'Darren Doane', 'Director']",0.0,0.3,19,Holiday,https://www.rottentomatoes.com/m/kirk_camerons_saving_christmas,"Holiday, Comedy"
A Merry Friggin Christmas,Boyd is forced to spend Christmas at his parents' house and has to hit the road with his eccentric father to get his son's Christmas gifts before morning.,Eng,88,Tristram Shapeero,"['Joel McHale', 'Boyd Mitchler', 'Robin Williams', 'Mitch', 'Lauren Graham', 'Luann Mitchler', 'Clark Duke', 'Nelson', 'Oliver Platt', 'Hobo Santa', 'Wendi McLendon-Covey', 'Shauna']",0.14,0.21,21,Holiday,https://www.rottentomatoes.com/m/a_merry_friggin_christmas,"Holiday, Comedy"
The Princess Switch 3 Romancing The Star,"When a priceless Christmas relic is stolen, royal look-alikes Margaret and Stacy turn to audacious doppelgänger Fiona -- and her dashing ex -- for help.",Eng,106,Mike Rohl,"['Vanessa Hudgens', 'Margaret, Stacy, Fiona', 'Nick Sagar', 'Kevin', 'Remy Hii', 'Peter Maxwell', 'Amanda Donohoe', 'Bianca Pembroke', 'Will Kemp', 'Hunter Cunard', 'Sam Palladio', 'Prince Edward']",0.53,0.41,15,Holiday,https://www.rottentomatoes.com/m/the_princess_switch_3_romancing_the_star,"Holiday, Romance, Comedy"
The Princess Switch Switched Again,"When Duchess Margaret unexpectedly inherits the throne to Montenaro and hits a rough patch with boyfriend Kevin, it's up to her double, Princess Stacy, to get these star-crossed lovers back together.",Eng,97,Mike Rohl,"['Vanessa Hudgens', 'Stacy De Novo , Lady Margaret', 'Sam Palladio', 'Prince Edward', 'Nick Sagar', 'Kevin Richards', 'Suanne Braun', 'Mrs. Donatelli', 'Lachlan Nieboer', 'Antonio Rossi', 'Mark Fleischmann', 'Frank De Luca']",0.56,0.34,25,Holiday,https://www.rottentomatoes.com/m/the_princess_switch_switched_again,"Holiday, Romance, Comedy"
Mickeys Once Upon A Christmas,"Mickey and his friends tell three stories including ""A Very Goofy Christmas"" and ""Mickey and Minnie's Gift of the Magi.""",Eng,70,"Bradley Raymond, Jun Falkenstein, Toby Shelton, Bill Speers","['Wayne Allwine', 'Mickey Mouse Voice', 'Russi Taylor', 'Minnie Mouse, Huey, Dewey, Louie Voice', 'Tony Anselmo', 'Donald Duck Voice', 'Diane Michelle', 'Daisy Duck Voice', 'Tress MacNeille', 'Chip, Daisy, Aunt Gurtie Voice', 'Alan Young', 'Uncle Scrooge McDuck Voice']",0.4,0.67,5,Kids & family,https://www.rottentomatoes.com/m/mickeys_once_upon_a_christmas,"Kids & family, Holiday, Comedy, Animation"
Nothing Like The Holidays,"It's the Christmas season, and the scattered members of the Rodriguez family converge on their parents' Chicago home to celebrate. But, no family gathering is without its strife. Brother Jesse (Freddy Rodriguez) still pines for an old flame, eldest brother Mauricio (John Leguizamo) now has a high-powered wife who is more interested in career than children, and matriarch Anna (Elizabeth Peña) drops a bombshell when she announces her intention to divorce her children's father (Alfred Molina).",Eng,98,Alfredo De Villa,"['John Leguizamo', 'Mauricio', 'Freddy Rodríguez', 'Jesse', 'Elizabeth Peña', 'Anna', 'Alfred Molina', 'Eddy', 'Debra Messing', 'Sarah', 'Vanessa Ferlito', 'Roxanna']",0.53,0.42,98,Holiday,https://www.rottentomatoes.com/m/nothing_like_the_holidays,"Holiday, Comedy, Drama"
Nativity Story,"Betrothed to much-older Joseph (Oscar Isaac), Mary (Keisha Castle-Hughes) must remain a maiden for one year, but she subsequently receives a visit from the angel Gabriel, who tells her of her destiny. When Joseph and now-heavily pregnant Mary journey to Bethlehem for the Roman census, they face a threat from King Herod, whose obsession with an ancient prophecy endangers soon-to-be-born Jesus.",Eng,100,Catherine Hardwicke,"['Keisha Castle-Hughes', 'Mary', 'Oscar Isaac', 'Joseph', 'Hiam Abbass', 'Anna', 'Shaun Toub', 'Joaquim', 'Ciarán Hinds', 'King Herod', 'Shohreh Aghdashloo', 'Elizabeth']",0.37,0.76,131,Holiday,https://www.rottentomatoes.com/m/nativity_story,"Holiday, Drama"
Fun Size,"Wren (Victoria Justice) is a high-school senior who can't wait to get away from her dysfunctional family. On Halloween, Wren's mother decides to go out with her much-younger boyfriend, leaving Wren to look after little brother Albert. When Wren is distracted by an invitation to the party of the year, Albert disappears into a sea of trick-or-treaters. Enlisting the aid of her sassy friend, April (Jane Levy), and two other classmates, Wren sets out on a frantic search for her sibling.",Eng,86,Josh Schwartz,"['Victoria Justice', 'Wren', 'Thomas Mann', 'Roosevelt', 'Jane Levy', 'April', 'Chelsea Handler', 'Joy', 'Thomas McDonell', 'Aaron Riley', 'Osric Chau', 'Peng']",0.25,0.47,73,Holiday,https://www.rottentomatoes.com/m/fun_size,"Holiday, Comedy"
Nativity-2009,"A British schoolteacher (Martin Freeman) must find a way to bring his former lover (Ashley Jensen), a Hollywood producer, back to London to film his class's Nativity play.",Eng,105,Debbie Isitt,"['Martin Freeman', 'Paul Maddens', 'Marc Wootton', 'Mr. Poppy', 'Jason Watkins', 'Gordon Shakespeare', 'Ashley Jensen', 'Jennifer', 'Alan Carr', 'Critic', 'Pam Ferris', 'Headmistress']",0.48,0.66,29,Holiday,https://www.rottentomatoes.com/m/nativity-2009,"Holiday, Comedy"
Pottersville,"Maynard, a beloved local businessman, is mistaken for the legendary Bigfoot during an inebriated romp through town in a makeshift gorilla costume.",Eng,84,Seth Henrikson,"['Christina Hendricks', 'Michael Shannon', 'Maynard', 'Judy Greer', 'Ron Perlman', 'Ian McShane', 'Thomas Lennon', 'Brock Masterson']",0.14,0.65,7,Holiday,https://www.rottentomatoes.com/m/pottersville,"Holiday, Comedy"
Monster Family,"Dracula's spell turns a woman and her loved ones into a vampire, a mummy, a werewolf and Frankenstein's monster.",Eng,93,Holger Tappe,"['Dirk Stollberg', '1st Bat Voice', 'Emily Watson', 'Emma Voice', 'Jason Isaacs', 'Dracula Voice', 'Jan Makino', '2nd Bat Voice', 'Nick Frost', 'Frank Voice', 'Paul Stone', '3rd Bat Voice']",0.1,0.22,21,Kids & family,https://www.rottentomatoes.com/m/monster_family,"Kids & family, Holiday, Comedy, Fantasy, Animation"
This Christmas,"At holiday time, family matriarch Ma'Dere Whitfield (Loretta Devine) assembles her large brood for their first reunion in four years. However, family ties show signs of strain when various secrets come to light, especially concerning Marine Claude's (Columbus Short) true military status, Quentin's (Idris Elba) debts and teenage Baby's (Chris Brown) secret plans to become a singer.",Eng,117,Preston A. Whitmore II,"['Delroy Lindo', 'Joseph Black', 'Idris Elba', 'Quentin Whitfield', 'Loretta Devine', 'Ma Dear', 'Chris Brown', 'Baby', 'Keith D. Robinson', 'Devean Brooks', 'Laz Alonso', 'Malcome Moore']",0.55,0.81,83,Holiday,https://www.rottentomatoes.com/m/this_christmas,"Holiday, Comedy, Drama"
Santa Claus The Movie,"In ancient times, a man named Claus (David Huddleston), who delivers toys in his small village, fulfills his destiny to become Santa Claus after meeting an expert toy-making elf, Patch (Dudley Moore), in the North Pole. In the present day, Santa Claus has become overwhelmed by his workload, and the disgruntled Patch flees the workshop to New York City. There, Patch unknowingly threatens the fate of Christmas by taking a job at a failing toy company run by a scheming businessman (John Lithgow).",Eng,107,Jeannot Szwarc,"['Dudley Moore', 'Patch', 'David Huddleston', 'Santa Claus', 'John Lithgow', 'B.Z.', 'Burgess Meredith', 'Ancient Elf', 'Judy Cornwell', 'Anya Claus', 'Jeffrey Kramer', 'Towzer']",0.22,0.67,23,Kids & family,https://www.rottentomatoes.com/m/santa_claus_the_movie,"Kids & family, Holiday, Fantasy"
